"sampno","beta","tshift","desired_mode","viral_peak","obs_sd","true_0","intercept","LOD","limit_quantification","incu","t_switch","level_switch","wane_rate2","prob_detect","t_unit","lnlike"
1,-0.154623533040285,2,2,4.94515736028552,6.38065802794881,-3,40,3,2,5,22.4877320695668,12.2395819560625,30.371536295861,0.0734451433015056,1,-161.622244535411
11,0.0432168256416194,2,2,4.8871254365094,6.42947483921463,-3,40,3,2,5,22.4801658179556,12.2395819560625,30.4832781561467,0.0734451433015056,1,-160.154462865261
21,0.0517349533390995,2,2,4.91944572528406,6.61676500318518,-3,40,3,2,5,22.46290842139,12.2395819560625,30.4617216572454,0.0734451433015056,1,-160.091257304864
31,0.0442280812829545,2,2,4.97453710649037,6.76209831021244,-3,40,3,2,5,22.5450978867088,12.040516334952,30.6001863864078,0.0133978200200712,1,-152.761138898861
41,0.104799611697405,2,2,4.83806655191655,6.65230580834704,-3,40,3,2,5,22.434310754799,12.040516334952,30.5430847346681,0.141511682117724,1,-153.668588982398
51,0.0880552664794401,2,2,4.69803033359082,6.51953893410481,-3,40,3,2,5,22.4663112763868,12.040516334952,30.4075359407423,0.128715754838912,1,-153.665213900618
61,0.0880552664794401,2,2,4.6057177261745,6.44643258260487,-3,40,3,2,5,22.4298463166875,11.990274123796,30.3071441952711,0.128715754838912,1,-151.975038185781
71,0.0880552664794401,2,2,4.57696306859956,6.40917094013881,-3,40,3,2,5,22.4389498079817,11.9290579757486,30.3499756732458,0.104063615891216,1,-149.746236821156
81,0.255581849108483,2,2,4.39847515407908,6.65912013949333,-3,40,3,2,5,22.3160447131546,11.9290579757486,30.2318203773883,0.104063615891216,1,-149.315466232952
91,0.284193738502464,2,2,4.0950964623739,6.68445302631619,-3,40,3,2,5,22.4833053620516,11.7397869614283,30.2469828018859,0.0533260163077612,1,-142.847457266131
101,0.393635371418711,2,2,4.07629329640524,6.75862921546867,-3,40,3,2,5,22.4978369499779,11.5524722853339,30.2665757717898,0.00742080944053176,1,-136.250512070367
111,0.393635371418711,2,2,4.07629329640524,2.77439670274453,-3,40,3,2,5,22.5867580328436,11.4565384078606,30.2665757717898,0.00742080944053176,1,-134.342632578495
121,0.305657499194309,2,2,4.07629329640524,2.77439670274453,-3,40,3,2,5,22.7039482466222,11.3614497381852,25.0313045856077,0.0241997654679239,1,-132.333926118417
131,0.305657499194309,2,2,4.33506282899214,8.17038513862162,-3,40,3,2,5,22.7209561970307,11.3614497381852,24.3732041336285,0.0241997654679239,1,-131.903764761373
141,0.399873764181803,2,2,9.05050104895166,8.17038513862162,-3,40,3,2,5,22.0466521143575,11.2351784012401,23.7636151929814,0.0313101032836528,1,-127.513685708068
151,0.399873764181803,2,2,5.0994265054658,6.95596320015208,-3,40,3,2,5,21.7215597225216,11.1308833684079,24.3957071272425,0.123841472285193,1,-124.629916010405
161,0.32621029758746,2,2,5.0994265054658,6.95596320015208,-3,40,3,2,5,21.3893871488759,11.0577942560671,28.7542820564006,0.181623601099209,1,-122.137199364843
171,0.484592671509305,2,2,5.0994265054658,6.95596320015208,-3,40,3,2,5,20.7822075986611,11.0019064771499,31.469153792771,0.356017565702509,1,-121.898500433819
