"sampno","beta","tshift","desired_mode","viral_peak","obs_sd","true_0","intercept","LOD","limit_quantification","incu","t_switch","level_switch","wane_rate2","prob_detect","t_unit","lnlike"
1,-0.0976163638755679,2,2,9.32930685207248,2.62368839094415,-3,40,3,2,5,22.1883786981925,8.79235985781997,25.3041886538267,0.0251819216506556,1,-81.2556332077502
11,-0.217216988379336,2,2,9.22301154242506,2.71466224957357,-3,40,3,2,5,22.0684144132523,8.83068618116745,25.3170707900991,0.0251819216506556,1,-80.1680135977054
21,-0.217216988379336,2,2,9.26496264342584,2.6645986523853,-3,40,3,2,5,22.005984273889,8.65132246099589,25.4794062967789,0.0251819216506556,1,-76.2298156602391
31,-0.367760562398358,2,2,9.2267904494108,2.66892558117087,-3,40,3,2,5,22.005984273889,8.52598277742683,25.4561658930197,0.14165983260586,1,-74.5816377161183
41,-0.425827090286914,2,2,9.12183397110699,2.6273416397085,-3,40,3,2,5,21.9615981809029,8.60684484906697,25.4292238771615,0.156828016038611,1,-76.386399634711
51,-0.459601737652045,2,2,9.17787928755775,2.66895477086023,-3,40,3,2,5,21.7846891995558,8.56259845576498,25.3785711039776,0.100522853949953,1,-74.5691266366242
61,-0.278392544874296,2,2,8.95731729575694,2.61019614048146,-3,40,3,2,5,21.7678690520027,8.5682469538308,25.4252659157617,0.100522853949953,1,-75.1232340309569
71,-0.166081692309551,2,2,9.01856873849775,2.61019614048146,-3,40,3,2,5,21.7857191219582,8.46279484133959,25.6365613619056,0.042067215406064,1,-72.7611576702274
81,-0.270081827469151,2,2,8.91922361658467,2.61982885476717,-3,40,3,2,5,21.8207021467239,8.32697153093273,25.7266464348879,0.100781436690083,1,-70.1755666586798
91,-0.288266152072312,2,2,8.91540054682069,2.65819204501041,-3,40,3,2,5,21.6919633742577,8.03638502988822,26.0965768329785,0.022605070134678,1,-63.4295386402884
101,-0.287851590027155,2,2,8.813105066881,2.65819204501041,-3,40,3,2,5,21.6442832332618,7.97566483392372,26.1540011274535,0.0421102051535728,1,-62.5504999384412
111,-0.287851590027155,2,2,8.61555150143212,2.88041790028924,-3,40,3,2,5,22.0566599689305,6.71192709894015,26.436106895319,0.0421102051535728,1,-44.8020175143081
121,-0.127436248875119,2,2,8.61555150143212,3.17000498319461,-3,40,3,2,5,20.5283287324971,6.71192709894015,22.540194241076,0.0206772269170549,1,-42.61209067586
131,-0.127436248875119,2,2,8.61555150143212,2.6942858813948,-3,40,3,2,5,20.3649505257784,5.54675371125565,22.540194241076,0.0206772269170549,1,-32.570883994864
141,-0.127436248875119,2,2,10.5375364263011,3.28039800653068,-3,40,3,2,5,20.3649505257784,4.70227115940036,23.5008659116111,0.13796495661411,1,-28.1534836100919
151,-0.127436248875119,2,2,8.83087750525477,4.99491291048601,-3,40,3,2,5,19.4887623069314,4.70227115940036,24.1938674750657,0.0809385264058357,1,-26.6928694878649
161,-0.0748023927481601,2,2,10.5051662567487,5.230540854765,-3,40,3,2,5,20.8127417456373,4.70227115940036,24.7826255399681,0.0809385264058357,1,-26.606183965308
171,-0.0748023927481601,2,2,11.9049756235235,4.90936101667478,-3,40,3,2,5,20.5634738835349,4.70227115940036,24.4389885009554,0.0809385264058357,1,-27.2107560275695
181,-0.0748023927481601,2,2,7.24787443858339,4.98967366124248,-3,40,3,2,5,20.1747598974804,3.60838798726931,24.4389885009554,0.0809385264058357,1,-25.5914129894467
191,-0.112785560482357,2,2,7.24787443858339,4.98967366124248,-3,40,3,2,5,19.5305717784277,3.60838798726931,22.1131959066259,0.0340178877047635,1,-26.9278584733166
201,-0.112785560482357,2,2,7.24787443858339,5.4002029731789,-3,40,3,2,5,20.346713205879,3.60838798726931,19.9790076180787,0.0340178877047635,1,-27.6169433635284
211,-0.0635055743993182,2,2,7.24787443858339,5.4002029731789,-3,40,3,2,5,20.6571953194388,3.60838798726931,22.8202808431888,0.113042024672906,1,-25.9222745732704
221,0.191336580120216,2,2,8.00616607819604,5.4002029731789,-3,40,3,2,5,17.3792456857929,3.60838798726931,22.8202808431888,0.211674772601735,1,-24.8610867245319
231,0.191336580120216,2,2,8.00616607819604,5.4002029731789,-3,40,3,2,5,16.8046907545491,3.60838798726931,28.2159947435584,0.211674772601735,1,-23.8115278728169
241,0.129714450183682,2,2,8.00616607819604,5.4002029731789,-3,40,3,2,5,12.8468962647093,3.60838798726931,36.102146944735,0.030678396712108,1,-23.1110382577196
251,0.2316630680813,2,2,8.00616607819604,6.38079117849114,-3,40,3,2,5,13.450555390873,3.60838798726931,36.9573920148443,0.181165144946651,1,-24.9092551010241
261,0.294310144027433,2,2,8.00616607819604,5.02463738599694,-3,40,3,2,5,15.483991603252,3.60838798726931,34.3816781200675,0.094468693205318,1,-23.5153584251207
271,0.0676817908894118,2,2,8.09810435195521,5.02463738599694,-3,40,3,2,5,17.2467662458666,3.60838798726931,34.3816781200675,0.0550945487375809,1,-22.5130723660053
281,0.116644391342532,2,2,8.09810435195521,2.9003776256485,-3,40,3,2,5,13.7459487841888,3.194265166315,34.3816781200675,0.100363740849489,1,-24.6913596909869
291,0.262349493010414,2,2,8.09810435195521,3.06995414845774,-3,40,3,2,5,13.7459487841888,3.194265166315,28.3963724483293,0.104495066906108,1,-24.8575446584194
301,0.262349493010414,2,2,8.09810435195521,3.06995414845774,-3,40,3,2,5,16.901892061697,3.52796571472302,26.3028464881465,0.00681472740307329,1,-23.5019091144537
311,0.262349493010414,2,2,9.17233723754109,3.74882525521418,-3,40,3,2,5,15.1332668547565,3.52796571472302,26.3028464881465,0.00326440545629308,1,-24.1012036309823
321,0.262349493010414,2,2,8.08703459148391,4.77362209870231,-3,40,3,2,5,15.1332668547565,3.52796571472302,26.3028464881465,0.00326440545629308,1,-22.184459886424
331,0.262349493010414,2,2,8.08703459148391,5.11611794557288,-3,40,3,2,5,15.1332668547565,3.52796571472302,26.3028464881465,0.0449568179713206,1,-22.8844522708025
341,0.145738572802045,2,2,7.65330006348306,8.07262256375123,-3,40,3,2,5,15.1332668547565,3.52796571472302,26.3028464881465,0.0449568179713206,1,-23.1599530577577
351,0.145738572802045,2,2,7.65330006348306,7.64087263688148,-3,40,3,2,5,15.1332668547565,3.52796571472302,26.3028464881465,0.0229571020352703,1,-22.6162873976559
361,0.145738572802045,2,2,7.65330006348306,7.00984830139418,-3,40,3,2,5,15.1332668547565,3.88130024176936,26.3028464881465,0.0229571020352703,1,-22.3193768621869
371,0.145738572802045,2,2,7.65330006348306,7.72925901935478,-3,40,3,2,5,16.479969586152,4.60454075200606,26.3028464881465,0.0229571020352703,1,-24.2771825493461
381,0.145738572802045,2,2,7.65330006348306,4.74963896857898,-3,40,3,2,5,16.0195838189137,4.60454075200606,26.3028464881465,0.0229571020352703,1,-23.6015051841904
391,0.0605005257820285,2,2,7.65330006348306,6.30271078327978,-3,40,3,2,5,15.8357825433035,3.16544194765457,26.5224399504988,0.0229571020352703,1,-22.5751677053136
401,0.193009382098093,2,2,7.65330006348306,6.30271078327978,-3,40,3,2,5,15.428703015442,3.16544194765457,23.8295479768064,0.0552296985520905,1,-23.5481385444138
411,0.193009382098093,2,2,7.36987592694322,6.30271078327978,-3,40,3,2,5,15.428703015442,3.16544194765457,25.6130172666883,0.190258095123704,1,-24.311064143976
421,0.193009382098093,2,2,7.36987592694322,6.30271078327978,-3,40,3,2,5,15.428703015442,3.71767672106191,25.5157218639323,0.257372023770214,1,-24.3548849707322
431,0.387395521377489,2,2,5.79180257225841,6.30271078327978,-3,40,3,2,5,15.428703015442,3.71767672106191,25.5688819389132,0.257372023770214,1,-25.1535530508026
441,0.387395521377489,2,2,5.79180257225841,6.9024005555816,-3,40,3,2,5,15.428703015442,3.71767672106191,21.3030602432441,0.257372023770214,1,-26.3007244076978
